index,사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
351,7호선,남성,4306,4836,20240104,
352,7호선,이수,6263,6132,20240104,
353,7호선,내방,3725,3906,20240104,
354,7호선,고속터미널,15279,6460,20240104,
355,7호선,반포,2528,2545,20240104,
356,7호선,논현,4501,4471,20240104,
357,7호선,학동,3494,3738,20240104,
358,7호선,강남구청,3136,3434,20240104,
359,7호선,청담,4870,5175,20240104,
360,7호선,뚝섬유원지,5967,5854,20240104,
361,7호선,건대입구,6622,6982,20240104,
362,7호선,어린이대공원(세종대),5634,6128,20240104,
363,7호선,군자(능동),6410,5349,20240104,
364,7호선,중곡,4265,4371,20240104,
365,7호선,용마산(용마폭포공원),2643,3061,20240104,
366,7호선,사가정,7164,7243,20240104,
367,7호선,면목,6170,6283,20240104,
368,7호선,상봉(시외버스터미널),7419,7268,20240104,
369,7호선,중화,4348,4447,20240104,
370,7호선,먹골,4317,4576,20240104,
371,7호선,태릉입구,3755,3660,20240104,
372,7호선,공릉(서울과학기술대),5031,5408,20240104,
373,7호선,하계,6851,6563,20240104,
374,7호선,중계,5328,4928,20240104,
375,7호선,노원,10499,11240,20240104,
376,7호선,마들,5259,4999,20240104,
377,7호선,수락산,5661,5644,20240104,
378,7호선,도봉산,3706,5200,20240104,
379,7호선,장암,887,454,20240104,
380,6호선,봉화산(서울의료원),3199,3303,20240104,
381,6호선,화랑대(서울여대입구),3802,3726,20240104,
382,6호선,태릉입구,2653,2990,20240104,
383,6호선,석계,5112,5462,20240104,
384,6호선,돌곶이,5024,4436,20240104,
385,6호선,상월곡(한국과학기술연구원),2398,2365,20240104,
386,6호선,월곡(동덕여대),4176,4507,20240104,
387,6호선,고려대(종암),3093,3386,20240104,
388,6호선,안암(고대병원앞),3567,4483,20240104,
389,6호선,보문,3002,3278,20240104,
390,6호선,창신,1242,1296,20240104,
391,6호선,동묘앞,4720,4335,20240104,
392,6호선,신당,3880,3413,20240104,
393,6호선,청구,1474,1343,20240104,
394,6호선,약수,1416,1495,20240104,
395,6호선,버티고개,983,1107,20240104,
396,6호선,한강진,5159,5567,20240104,
397,6호선,이태원,12392,7828,20240104,
398,6호선,녹사평(용산구청),2968,2556,20240104,
399,6호선,삼각지,2810,2272,20240104,
400,6호선,효창공원앞,2507,2354,20240104,
401,6호선,공덕,6413,6305,20240104,
402,6호선,대흥(서강대앞),2810,3174,20240104,
403,6호선,광흥창(서강),3262,3149,20240104,
404,6호선,상수,7060,5494,20240104,
405,6호선,합정,7455,6515,20240104,
406,6호선,망원,7629,8192,20240104,
407,6호선,마포구청,5572,5450,20240104,
408,6호선,월드컵경기장(성산),4337,4214,20240104,
409,6호선,디지털미디어시티,4597,5080,20240104,
410,6호선,증산(명지대앞),4441,4734,20240104,
411,6호선,새절(신사),5232,5416,20240104,
412,6호선,구산,3335,2732,20240104,
413,6호선,독바위,1186,1470,20240104,
414,6호선,불광,2416,2283,20240104,
415,6호선,역촌,1729,2116,20240104,
416,6호선,응암,7803,8444,20240104,
417,5호선,하남검단산,4442,4141,20240104,
418,5호선,하남시청(덕풍·신장),3675,3728,20240104,
419,5호선,하남풍산,2053,2121,20240104,
420,5호선,미사,8422,8619,20240104,
421,5호선,강일,2389,2132,20240104,
422,5호선,마천,3027,3125,20240104,
423,5호선,거여,3594,3805,20240104,
424,5호선,개롱,2362,2689,20240104,
425,5호선,오금,1135,1145,20240104,
426,5호선,방이,2766,2748,20240104,
427,5호선,올림픽공원(한국체대),1812,1671,20240104,
428,5호선,둔촌동,3320,3436,20240104,
429,5호선,상일동,5217,5477,20240104,
430,5호선,고덕,3758,4003,20240104,
431,5호선,명일,3605,3725,20240104,
432,5호선,굽은다리(강동구민회관앞),4622,4671,20240104,
433,5호선,길동,3714,3847,20240104,
434,5호선,강동,6910,7258,20240104,
435,5호선,천호(풍납토성),9424,9159,20240104,
436,5호선,광나루(장신대),6954,6754,20240104,
437,5호선,아차산(어린이대공원후문),11259,11568,20240104,
438,5호선,군자(능동),5139,5806,20240104,
439,5호선,장한평,6339,6804,20240104,
440,5호선,답십리,6081,6158,20240104,
441,5호선,마장,2394,2341,20240104,
442,5호선,왕십리(성동구청),2213,2647,20240104,
443,5호선,행당,3180,2923,20240104,
444,5호선,신금호,2501,2787,20240104,
445,5호선,청구,1460,1421,20240104,
446,5호선,동대문역사문화공원(DDP),914,1011,20240104,
447,5호선,을지로4가,1798,1874,20240104,
448,5호선,종로3가,9771,8448,20240104,
449,5호선,광화문(세종문화회관),16418,15486,20240104,
450,5호선,서대문,4596,4442,20240104,
451,5호선,충정로(경기대입구),954,957,20240104,
452,5호선,공덕,3987,4112,20240104,
453,5호선,마포,4737,4743,20240104,
454,5호선,여의나루,5288,5455,20240104,
455,5호선,여의도,5073,5651,20240104,
456,5호선,신길,2005,2272,20240104,
457,5호선,영등포시장,4535,4900,20240104,
458,5호선,영등포구청,1248,1301,20240104,
459,5호선,양평,2052,2456,20240104,
460,5호선,오목교(목동운동장앞),7888,8447,20240104,
461,5호선,목동,6056,6306,20240104,
462,5호선,신정(은행정),5164,5006,20240104,
463,5호선,까치산,12489,13127,20240104,
464,5호선,화곡,11693,11979,20240104,
465,5호선,우장산,5515,5849,20240104,
466,5호선,발산,8268,8772,20240104,
467,5호선,마곡,3039,3238,20240104,
468,5호선,송정,3013,3046,20240104,
469,5호선,김포공항,7067,5757,20240104,
470,5호선,개화산,2633,2793,20240104,
471,5호선,방화,3784,3856,20240104,
472,4호선,남태령,543,492,20240104,
473,4호선,사당,11389,11337,20240104,
474,4호선,총신대입구(이수),7880,9000,20240104,
475,4호선,동작(현충원),1087,1119,20240104,
476,4호선,이촌(국립중앙박물관),2940,3233,20240104,
477,4호선,신용산,8870,8484,20240104,
478,4호선,삼각지,2422,3092,20240104,
479,4호선,숙대입구(갈월),5462,5215,20240104,
480,4호선,서울역,4909,12359,20240104,
481,4호선,회현(남대문시장),8389,8526,20240104,
482,4호선,명동,26822,29136,20240104,
483,4호선,충무로,10096,11251,20240104,
484,4호선,동대문역사문화공원(DDP),11310,8642,20240104,
485,4호선,동대문,7052,6699,20240104,
486,4호선,혜화,19137,19864,20240104,
487,4호선,한성대입구(삼선교),5882,6270,20240104,
488,4호선,성신여대입구(돈암),10415,10528,20240104,
489,4호선,길음,8192,8239,20240104,
490,4호선,미아사거리,12197,11760,20240104,
491,4호선,미아(서울사이버대학),6425,6290,20240104,
492,4호선,수유(강북구청),16724,16903,20240104,
493,4호선,쌍문,12198,11675,20240104,
494,4호선,창동,12118,12772,20240104,
495,4호선,노원,14015,15107,20240104,
496,4호선,상계,8544,7788,20240104,
497,4호선,당고개,4693,4415,20240104,
498,3호선,오금,1891,1966,20240104,
499,3호선,경찰병원,2405,2620,20240104,
500,3호선,가락시장,3069,3087,20240104,
501,3호선,수서,9614,8922,20240104,
502,3호선,일원,3065,3286,20240104,
503,3호선,대청,3438,3724,20240104,
504,3호선,학여울,615,602,20240104,
505,3호선,대치,4769,4279,20240104,
506,3호선,도곡,1435,1621,20240104,
507,3호선,매봉,3089,3188,20240104,
508,3호선,양재(서초구청),8624,10346,20240104,
509,3호선,남부터미널(예술의전당),12778,11663,20240104,
510,3호선,교대(법원.검찰청),3499,2070,20240104,
511,3호선,고속터미널,39392,27763,20240104,
512,3호선,잠원,1963,1931,20240104,
513,3호선,신사,9592,9090,20240104,
514,3호선,압구정,9048,9564,20240104,
515,3호선,옥수,4231,4447,20240104,
516,3호선,금호,3367,3298,20240104,
517,3호선,약수,5513,5376,20240104,
518,3호선,동대입구,4848,6188,20240104,
519,3호선,을지로3가,4079,3652,20240104,
520,3호선,종로3가,4274,4955,20240104,
521,3호선,안국,13015,13230,20240104,
522,3호선,경복궁(정부서울청사),13817,15449,20240104,
523,3호선,독립문,3412,3749,20240104,
524,3호선,무악재,1939,2225,20240104,
525,3호선,홍제,8039,7800,20240104,
526,3호선,녹번,5701,5629,20240104,
527,3호선,불광,7949,9172,20240104,
528,3호선,연신내,16079,16496,20240104,
529,3호선,구파발,9917,10531,20240104,
530,3호선,지축,2933,2766,20240104,
531,2호선,용두(동대문구청),1053,1106,20240104,
532,2호선,신정네거리,4035,4306,20240104,
533,2호선,양천구청,2547,2736,20240104,
534,2호선,도림천,584,653,20240104,
535,2호선,신설동,1921,1916,20240104,
536,2호선,신답,555,671,20240104,
537,2호선,용답,1458,1585,20240104,
538,2호선,충정로(경기대입구),2948,3260,20240104,
539,2호선,아현,4194,4286,20240104,
540,2호선,이대,5924,7419,20240104,
541,2호선,신촌,17879,16927,20240104,
542,2호선,홍대입구,57431,51024,20240104,
543,2호선,합정,16463,15883,20240104,
544,2호선,당산,6537,7026,20240104,
545,2호선,영등포구청,5801,6317,20240104,
546,2호선,문래,5888,6417,20240104,
547,2호선,신도림,18902,20106,20240104,
548,2호선,대림(구로구청),13116,13629,20240104,
549,2호선,구로디지털단지,19846,20654,20240104,
550,2호선,신대방,11980,12707,20240104,
551,2호선,신림,25838,28240,20240104,
552,2호선,봉천,9719,10572,20240104,
553,2호선,서울대입구(관악구청),18147,21379,20240104,
554,2호선,낙성대(강감찬),10878,13051,20240104,
555,2호선,사당,16793,17632,20240104,
556,2호선,방배,4205,4443,20240104,
557,2호선,서초,4351,3733,20240104,
558,2호선,교대(법원.검찰청),6702,8225,20240104,
559,2호선,강남,24251,22452,20240104,
560,2호선,역삼,7963,8800,20240104,
561,2호선,선릉,10400,8999,20240104,
562,2호선,삼성(무역센터),17423,15868,20240104,
563,2호선,종합운동장,3648,4291,20240104,
564,2호선,잠실새내,9717,10022,20240104,
565,2호선,잠실(송파구청),43246,39203,20240104,
566,2호선,잠실나루,4279,4346,20240104,
567,2호선,강변(동서울터미널),21831,17109,20240104,
568,2호선,구의(광진구청),9541,10123,20240104,
569,2호선,건대입구,24720,23362,20240104,
570,2호선,성수,15653,17343,20240104,
571,2호선,뚝섬,9066,9124,20240104,
572,2호선,한양대,1858,2212,20240104,
573,2호선,왕십리(성동구청),6835,7067,20240104,
574,2호선,상왕십리,5483,5818,20240104,
575,2호선,신당,6584,7598,20240104,
576,2호선,동대문역사문화공원(DDP),9009,9454,20240104,
577,2호선,을지로4가,4494,4508,20240104,
578,2호선,을지로3가,9320,8640,20240104,
579,2호선,을지로입구,20268,18760,20240104,
580,2호선,시청,8417,5948,20240104,
581,1호선,동묘앞,8266,8920,20240104,
582,1호선,청량리(서울시립대입구),12108,12304,20240104,
583,1호선,제기동,8669,9301,20240104,
584,1호선,신설동,6055,6345,20240104,
585,1호선,동대문,8418,7614,20240104,
586,1호선,종로5가,11167,10146,20240104,
587,1호선,종로3가,14238,11565,20240104,
588,1호선,종각,16327,13128,20240104,
589,1호선,시청,10985,9659,20240104,
590,1호선,서울역,35982,31707,20240104,
591,경강선,경기광주,3364,3602,20240104,
592,경강선,삼동,867,851,20240104,
593,경강선,이매,543,399,20240104,
594,경강선,판교,2327,1958,20240104,
595,9호선2~3단계,중앙보훈병원,3475,3487,20240104,
596,9호선2~3단계,둔촌오륜,316,376,20240104,
597,9호선2~3단계,올림픽공원(한국체대),2813,2768,20240104,
598,9호선2~3단계,한성백제,1737,1551,20240104,
599,9호선2~3단계,송파나루,2490,2659,20240104,
600,9호선2~3단계,석촌,3906,3703,20240104,
601,9호선2~3단계,석촌고분,2996,3101,20240104,
602,9호선2~3단계,삼전,3230,3340,20240104,
603,9호선2~3단계,종합운동장,2248,1912,20240104,
604,9호선2~3단계,봉은사,10082,10715,20240104,
605,9호선2~3단계,삼성중앙,1767,1824,20240104,
606,과천선,과천,2887,2647,20240104,
607,9호선2~3단계,선정릉,2110,2435,20240104,
608,9호선2~3단계,언주,2393,2580,20240104,
609,9호선,신논현,12311,11989,20240104,
610,9호선,사평,1479,1476,20240104,
611,경인선,중동,4184,4037,20240104,
612,경인선,도화,2032,1964,20240104,
613,경춘선,신내,836,857,20240104,
614,과천선,과천,6497,6137,20240105,
615,과천선,정부과천청사,12229,12953,20240105,
616,8호선,송파,9663,9637,20240105,
617,과천선,인덕원,25169,25994,20240105,
618,과천선,평촌,18791,18338,20240105,
619,과천선,범계,27496,27597,20240105,
620,분당선,선릉,14858,22496,20240105,
621,분당선,한티,16572,17656,20240105,
622,분당선,도곡,7773,7587,20240105,
623,분당선,구룡,3009,3034,20240105,
624,분당선,개포동,4757,4889,20240105,
625,분당선,대모산입구,6184,5882,20240105,
626,분당선,수서,14983,14903,20240105,
627,분당선,복정,3,0,20240105,
628,8호선,석촌,8197,9303,20240105,
629,8호선,잠실(송파구청),15935,18159,20240105,
630,8호선,몽촌토성(평화의문),6861,7041,20240105,
631,8호선,강동구청,10808,11356,20240105,
632,8호선,천호(풍납토성),15378,17680,20240105,
633,8호선,암사,19289,17195,20240105,
634,7호선,온수(성공회대입구),10002,9132,20240105,
